celebrity_name,ballroom_partner,celebrity_industry,celebrity_homestate,celebrity_homecountry/region,celebrity_age_during_season,season,results,placement,week1_judge1_score,week1_judge2_score,week1_judge3_score,week1_judge4_score,week2_judge1_score,week2_judge2_score,week2_judge3_score,week2_judge4_score,week3_judge1_score,week3_judge2_score,week3_judge3_score,week3_judge4_score,week4_judge1_score,week4_judge2_score,week4_judge3_score,week4_judge4_score,week5_judge1_score,week5_judge2_score,week5_judge3_score,week5_judge4_score,week6_judge1_score,week6_judge2_score,week6_judge3_score,week6_judge4_score,week7_judge1_score,week7_judge2_score,week7_judge3_score,week7_judge4_score,week8_judge1_score,week8_judge2_score,week8_judge3_score,week8_judge4_score,week9_judge1_score,week9_judge2_score,week9_judge3_score,week9_judge4_score,week10_judge1_score,week10_judge2_score,week10_judge3_score,week10_judge4_score,week11_judge1_score,week11_judge2_score,week11_judge3_score,week11_judge4_score,week1_avg_judge_score,week2_avg_judge_score,week3_avg_judge_score,week4_avg_judge_score,week5_avg_judge_score,week6_avg_judge_score,week7_avg_judge_score,week8_avg_judge_score,week9_avg_judge_score,week10_avg_judge_score,week11_avg_judge_score,week1_all_judge_score,week2_all_judge_score,week3_all_judge_score,week4_all_judge_score,week5_all_judge_score,week6_all_judge_score,week7_all_judge_score,week8_all_judge_score,week9_all_judge_score,week10_all_judge_score,week11_all_judge_score,week1_rank_judge_score,week2_rank_judge_score,week3_rank_judge_score,week4_rank_judge_score,week5_rank_judge_score,week6_rank_judge_score,week7_rank_judge_score,week8_rank_judge_score,week9_rank_judge_score,week10_rank_judge_score,week11_rank_judge_score,week1_percent_judge_score,week2_percent_judge_score,week3_percent_judge_score,week4_percent_judge_score,week5_percent_judge_score,week6_percent_judge_score,week7_percent_judge_score,week8_percent_judge_score,week9_percent_judge_score,week10_percent_judge_score,week11_percent_judge_score
Shawn Johnson,Derek Hough,Athlete,Iowa,United States,20,15,2nd Place,2,8,6.5,7.5,NA,8.5,8,8.5,NA,9,8,9.5,NA,10,9.5,10,10,9.25,9,10,NA,9.5,8.5,10,NA,12.6666,12.6666,12.6666,NA,10,8.3333,9.5,NA,9.5,10,10,NA,9.6666,9.5,9.7777,NA,NA,NA,NA,NA,7.333333333333333,8.333333333333334,8.833333333333334,9.875,9.416666666666666,9.333333333333334,12.6666,9.277766666666666,9.833333333333334,9.648100000000001,NA,22,25,26.5,39.5,28.25,28,37.9998,27.8333,29.5,28.944300000000002,NA,4,3,3,1,2,4,2,6,1,3,NA,0.07956600361663653,0.09057971014492754,0.09532374100719425,0.12286158631415241,0.12710911136107986,0.12389380530973451,0.15702442114501985,0.13967113179919047,0.2092203033056099,0.33121481937513375,NA
Pamela Anderson,Tristan MacManus,Model,NA,Canada,45,15,Eliminated Week 1,13,5.5,5.5,6,NA,0,0,0,NA,0,0,0,NA,0,0,0,0,0,0,0,NA,0,0,0,NA,0,0,0,NA,0,0,0,NA,0,0,0,NA,0,0,0,NA,NA,NA,NA,NA,5.666666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.06148282097649186,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Helio Castroneves,Chelsie Hightower,Racing Driver,NA,Brazil,37,15,Eliminated Week 3,10,7,7.5,7,NA,8,7.5,7.5,NA,8.5,8.5,8.5,NA,0,0,0,0,0,0,0,NA,0,0,0,NA,0,0,0,NA,0,0,0,NA,0,0,0,NA,0,0,0,NA,NA,NA,NA,NA,7.166666666666667,7.666666666666667,8.5,NA,NA,NA,NA,NA,NA,NA,NA,21.5,23,25.5,NA,NA,NA,NA,NA,NA,NA,NA,6,6,4,NA,NA,NA,NA,NA,NA,NA,NA,0.07775768535262206,0.08333333333333333,0.09172661870503597,NA,NA,NA,NA,NA,NA,NA,NA
Joey Fatone,Kym Johnson,Singer/Rapper,New York,United States,35,15,Eliminated Week 2,12,6.5,7,7,NA,7.5,7.5,7.5,NA,0,0,0,NA,0,0,0,0,0,0,0,NA,0,0,0,NA,0,0,0,NA,0,0,0,NA,0,0,0,NA,0,0,0,NA,NA,NA,NA,NA,6.833333333333333,7.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.5,22.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.07414104882459313,0.08152173913043478,NA,NA,NA,NA,NA,NA,NA,NA,NA
Drew Lachey,Anna Trebunskaya,Singer/Rapper,Ohio,United States,36,15,Eliminated Week 3,11,7,7,7.5,NA,7.5,7.5,7.5,NA,8,8,8,NA,0,0,0,0,0,0,0,NA,0,0,0,NA,0,0,0,NA,0,0,0,NA,0,0,0,NA,0,0,0,NA,NA,NA,NA,NA,7.166666666666667,7.5,8,NA,NA,NA,NA,NA,NA,NA,NA,21.5,22.5,24,NA,NA,NA,NA,NA,NA,NA,NA,6,7,9,NA,NA,NA,NA,NA,NA,NA,NA,0.07775768535262206,0.08152173913043478,0.08633093525179857,NA,NA,NA,NA,NA,NA,NA,NA
Bristol Palin,Mark Ballas,TV Personality,Alaska,United States,21,15,Eliminated Week 4,9,6.5,6.5,6.5,NA,6,6,6,NA,7.5,7.5,7.5,NA,8,8,8,8,0,0,0,NA,0,0,0,NA,0,0,0,NA,0,0,0,NA,0,0,0,NA,0,0,0,NA,NA,NA,NA,NA,6.5,6,7.5,8,NA,NA,NA,NA,NA,NA,NA,19.5,18,22.5,32,NA,NA,NA,NA,NA,NA,NA,11,12,11,8,NA,NA,NA,NA,NA,NA,NA,0.0705244122965642,0.06521739130434782,0.08093525179856115,0.09953343701399689,NA,NA,NA,NA,NA,NA,NA
Melissa Rycroft,Tony Dovolani,TV Personality,Texas,United States,29,15,1st Place,1,7,7,7,NA,8,8,7.5,NA,9,9,9,NA,9,9,9.5,9.5,9.25,9.5,9.5,NA,9.5,10,10,NA,13.3333,12.8333,12.8333,NA,10,10,10,NA,9.5,9.7777,9.5,NA,9.7777,9.7777,9.7777,NA,NA,NA,NA,NA,7,7.833333333333333,9,9.25,9.416666666666666,9.833333333333334,12.999966666666666,10,9.592566666666666,9.7777,NA,21,23.5,27,37,28.25,29.5,38.9999,30,28.7777,29.333099999999998,NA,9,5,1,4,2,3,1,1,2,1,NA,0.0759493670886076,0.08514492753623189,0.09712230215827339,0.1150855365474339,0.12710911136107986,0.13053097345132744,0.16115707772708435,0.15054391516549293,0.20409759737077457,0.33566392755094215,NA
Ingo Rademacher,Kym Johnson,Actor/Actress,NA,Germany,41,16,Eliminated Week 9,5,7,6,7,NA,6,7,7,NA,7,7,7,NA,8,7,8,NA,7,7,7,NA,7.5,8,7.5,NA,8,9,8,NA,8,8,8,NA,8.5,8.5,8.5,NA,0,0,0,NA,NA,NA,NA,NA,6.666666666666667,6.666666666666667,7,7.666666666666667,7,7.666666666666667,8.333333333333334,8,8.5,NA,NA,20,20,21,23,21,23,25,24,25.5,NA,NA,5,5,6,5,6,4,5,5,5,NA,NA,0.08733624454148471,0.08196721311475409,0.08936185423294338,0.10267857142857142,0.10047846889952153,0.1220159151193634,0.1358695652173913,0.15434083601286175,0.18085106382978725,NA,NA
Zendaya,Valentin Chmerkovskiy,Actor/Actress,California,United States,16,16,2nd Place,2,8,8,8,NA,9,8,9,NA,8.6666,8.6666,8.6666,NA,9,8,9,NA,10,9,10,NA,8.5,8.5,8.5,NA,10,10,10,NA,9.5,10,9.5,NA,9,9,9.5,NA,10,10,10,NA,NA,NA,NA,NA,8,8.666666666666666,8.6666,8.666666666666666,9.666666666666666,8.5,10,9.666666666666666,9.166666666666666,10,NA,24,26,25.9998,26,29,25.5,30,29,27.5,30,NA,1,1,1,2,1,3,2,1,4,1,NA,0.10480349344978165,0.10655737704918032,0.11063763512788959,0.11607142857142858,0.13875598086124402,0.13527851458885942,0.16304347826086957,0.1864951768488746,0.1950354609929078,0.256410475564509,NA
Dorothy Hamill,Tristan MacManus,Athlete,Illinois,United States,56,16,Withdrew,12,7,7,7,NA,5,5,5,NA,0,0,0,NA,0,0,0,NA,0,0,0,NA,0,0,0,NA,0,0,0,NA,0,0,0,NA,0,0,0,NA,0,0,0,NA,NA,NA,NA,NA,7,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.09170305676855896,0.06147540983606557,NA,NA,NA,NA,NA,NA,NA,NA,NA
Victor Ortiz,Lindsay Arnold,Athlete,Kansas,United States,26,16,Eliminated Week 6,8,6,6,6,NA,6,6,6,NA,8,7,8,NA,6,6,6,NA,7,7,7,NA,6.5,7,6.5,NA,0,0,0,NA,0,0,0,NA,0,0,0,NA,0,0,0,NA,NA,NA,NA,NA,6,6,7.666666666666667,6,7,6.666666666666667,NA,NA,NA,NA,NA,18,18,23,18,21,20,NA,NA,NA,NA,NA,8,8,4,9,6,8,NA,NA,NA,NA,NA,0.07860262008733625,0.07377049180327869,0.09787250701703322,0.08035714285714286,0.10047846889952153,0.10610079575596817,NA,NA,NA,NA,NA
Alexandra Raisman,Mark Ballas,Athlete,Massachusetts,United States,18,16,Eliminated Week 10,4,7,7,7,NA,8,8,8,NA,7,8,8,NA,9,9,9,NA,8,8,9,NA,8.5,9,8.5,NA,11,10,11,NA,9,9.5,9.5,NA,10,9.5,10,NA,9.5,9.5,10,NA,NA,NA,NA,NA,7,8,7.666666666666667,9,8.333333333333334,8.666666666666666,10.666666666666666,9.333333333333334,9.833333333333334,9.666666666666666,NA,21,24,23,27,25,26,32,28,29.5,29,NA,2,3,4,1,4,2,1,2,1,3,NA,0.09170305676855896,0.09836065573770492,0.09787250701703322,0.12053571428571429,0.11961722488038277,0.13793103448275862,0.17391304347826086,0.18006430868167203,0.20921985815602837,0.24786345971235874,NA
Jacoby Jones,Karina Smirnoff,Athlete,Louisiana,United States,28,16,3rd Place,3,7,6,7,NA,8,7,8,NA,8.6666,8.6666,8.6666,NA,8,8,8,NA,9,8,9,NA,7.5,7.5,7.5,NA,9,9,9,NA,8.5,9,8.5,NA,10,9.5,10,NA,9.3333,9.3333,9.3333,NA,NA,NA,NA,NA,6.666666666666667,7.666666666666667,8.6666,8,8.666666666666666,7.5,9,8.666666666666666,9.833333333333334,9.3333,NA,20,23,25.9998,24,26,22.5,27,26,29.5,27.999899999999997,NA,5,4,1,4,3,6,4,4,1,4,NA,0.08733624454148471,0.0942622950819672,0.11063763512788959,0.10714285714285714,0.12440191387559808,0.11936339522546419,0.14673913043478262,0.16720257234726688,0.20921985815602837,0.2393155891586232,NA
D. L. Hughley,Cheryl Burke,Comedian,Virginia,United States,50,16,Eliminated Week 5,9,4,4,4,NA,5,5,6,NA,6,5,5,NA,7,7,7,NA,6,6,6,NA,0,0,0,NA,0,0,0,NA,0,0,0,NA,0,0,0,NA,0,0,0,NA,NA,NA,NA,NA,4,5.333333333333333,5.333333333333333,7,6,NA,NA,NA,NA,NA,NA,12,16,16,21,18,NA,NA,NA,NA,NA,NA,12,11,10,6,8,NA,NA,NA,NA,NA,NA,0.05240174672489083,0.06557377049180328,0.06808522227271877,0.09375,0.0861244019138756,NA,NA,NA,NA,NA,NA
Andy Dick,Sharna Burgess,Comedian,South Carolina,United States,47,16,Eliminated Week 7,7,6,5,6,NA,7,6,7,NA,6,6,6,NA,7,7,7,NA,6,6,6,NA,7,7.5,7,NA,5,6,6,NA,0,0,0,NA,0,0,0,NA,0,0,0,NA,NA,NA,NA,NA,5.666666666666667,6.666666666666667,6,7,6,7.166666666666667,5.666666666666667,NA,NA,NA,NA,17,20,18,21,18,21.5,17,NA,NA,NA,NA,11,5,9,6,8,7,7,NA,NA,NA,NA,0.07423580786026202,0.08196721311475409,0.07659587505680861,0.09375,0.0861244019138756,0.11405835543766578,0.09239130434782608,NA,NA,NA,NA
Wynonna Judd,Tony Dovolani,Singer/Rapper,Kentucky,United States,48,16,Eliminated Week 3,11,6,6,6,NA,6,6,6,NA,5,5,5,NA,0,0,0,NA,0,0,0,NA,0,0,0,NA,0,0,0,NA,0,0,0,NA,0,0,0,NA,0,0,0,NA,NA,NA,NA,NA,6,6,5,NA,NA,NA,NA,NA,NA,NA,NA,18,18,15,NA,NA,NA,NA,NA,NA,NA,NA,8,8,11,NA,NA,NA,NA,NA,NA,NA,NA,0.07860262008733625,0.07377049180327869,0.06382989588067384,NA,NA,NA,NA,NA,NA,NA,NA
Kellie Pickler,Derek Hough,Singer/Rapper,North Carolina,United States,26,16,1st Place,1,7,7,7,NA,9,8,9,NA,8,9,8,NA,9,8,9,NA,9,9,9,NA,8.5,9.5,9,NA,9,10,10,NA,9.5,8,10,NA,9.5,10,9.5,NA,10,10,10,NA,NA,NA,NA,NA,7,8.666666666666666,8.333333333333334,8.666666666666666,9,9,9.666666666666666,9.166666666666666,9.666666666666666,10,NA,21,26,25,26,27,27,29,27.5,29,30,NA,2,1,3,2,2,1,3,3,3,1,NA,0.09170305676855896,0.10655737704918032,0.10638315980112308,0.11607142857142858,0.1291866028708134,0.14323607427055704,0.15760869565217392,0.17684887459807075,0.20567375886524822,0.256410475564509,NA
Lisa Vanderpump,Gleb Savchenko,TV Personality,NA,England,52,16,Eliminated Week 4,10,6,6,6,NA,6,6,6,NA,7,7,7,NA,6,6,6,NA,0,0,0,NA,0,0,0,NA,0,0,0,NA,0,0,0,NA,0,0,0,NA,0,0,0,NA,NA,NA,NA,NA,6,6,7,6,NA,NA,NA,NA,NA,NA,NA,18,18,21,18,NA,NA,NA,NA,NA,NA,NA,8,8,6,9,NA,NA,NA,NA,NA,NA,NA,0.07860262008733625,0.07377049180327869,0.08936185423294338,0.08035714285714286,NA,NA,NA,NA,NA,NA,NA
Sean Lowe,Peta Murgatroyd,TV Personality,Texas,United States,29,16,Eliminated Week 8,6,7,6,6,NA,7,6,7,NA,7,7,7,NA,6,7,7,NA,8,8,8,NA,7.5,8,7.5,NA,8,8,8,NA,7,7,7,NA,0,0,0,NA,0,0,0,NA,NA,NA,NA,NA,6.333333333333333,6.666666666666667,7,6.666666666666667,8,7.666666666666667,8,7,NA,NA,NA,19,20,21,20,24,23,24,21,NA,NA,NA,7,5,6,8,5,4,6,6,NA,NA,NA,0.08296943231441048,0.08196721311475409,0.08936185423294338,0.08928571428571429,0.11483253588516747,0.1220159151193634,0.13043478260869565,0.13504823151125403,NA,NA,NA
Valerie Harper,Tristan MacManus,Actor/Actress,New York,United States,74,17,Eliminated Week 4,10,7,7,7,NA,6,6,7,NA,6,5,5,NA,6,6,6,NA,0,0,0,NA,0,0,0,NA,0,0,0,NA,0,0,0,NA,0,0,0,NA,0,0,0,0,0,0,0,NA,7,6.333333333333333,5.333333333333333,6,NA,NA,NA,NA,NA,NA,NA,21,19,16,18,NA,NA,NA,NA,NA,NA,NA,8,10,10,10,NA,NA,NA,NA,NA,NA,NA,0.08203125,0.07142857142857142,0.06274509803921569,0.0759493670886076,NA,NA,NA,NA,NA,NA,NA
Brant Daugherty,Peta Murgatroyd,Actor/Actress,Ohio,United States,28,17,Eliminated Week 8,7,7,8,7,NA,8,7,8,NA,9,9,9,NA,7,7,7,NA,9,9,9,NA,10,11,10,NA,9.5,9.5,9.5,NA,9,9,9,NA,0,0,0,NA,0,0,0,0,0,0,0,NA,7.333333333333333,7.666666666666667,9,7,9,10.333333333333334,9.5,9,NA,NA,NA,22,23,27,21,27,31,28.5,27,NA,NA,NA,6,7,1,8,3,3,3,5,NA,NA,NA,0.0859375,0.08646616541353383,0.10588235294117647,0.08860759493670886,0.1148936170212766,0.13419959895965008,0.12866817155756208,0.140625,NA,NA,NA
Elizabeth Berkley Lauren,Valentin Chmerkovskiy,Actor/Actress,Michigan,United States,39,17,Eliminated Week 9,6,8,8,8,NA,8,9,8,NA,8,9,8,NA,9,9,9,NA,8,9,9,NA,10.6666,10.6666,10.6666,NA,9,9,9,NA,8,9,8,NA,9.5,9,9.5,NA,0,0,0,0,0,0,0,NA,8,8.333333333333334,8.333333333333334,9,8.666666666666666,10.6666,9,8.333333333333334,9.333333333333334,NA,NA,24,25,25,27,26,31.9998,27,25,28,NA,NA,2,2,4,1,6,2,5,6,2,NA,NA,0.09375,0.09398496240601503,0.09803921568627451,0.11392405063291139,0.11063829787234042,0.13852775247706486,0.12189616252821671,0.13020833333333334,0.17777777777777778,NA,NA
Leah Remini,Tony Dovolani,Actor/Actress,New York,United States,43,17,Eliminated Week 10,5,7,7,7,NA,8,8,8,NA,8,8,8,NA,8,8,8,NA,7,7,8,NA,9.3333,9.3333,9.3333,NA,9,8.5,9,NA,9,10,9,NA,9,9,9,NA,8,8,8,8.5,0,0,0,NA,7,8,8,8,7.333333333333333,9.3333,8.833333333333334,9.333333333333334,9,8.125,NA,21,24,24,24,22,27.999899999999997,26.5,28,27,32.5,NA,8,4,6,4,9,5,7,3,3,4,NA,0.08203125,0.09022556390977443,0.09411764705882353,0.10126582278481013,0.09361702127659574,0.12121210809388085,0.11963882618510158,0.14583333333333334,0.17142857142857143,0.18571428571428572,NA
Corbin Bleu,Karina Smirnoff,Actor/Actress,New York,United States,24,17,2nd Place,2,8,8,8,NA,9,8,9,NA,9,8,9,NA,9,9,9,NA,9,9,10,NA,9.3333,8.3333,9.3333,NA,10,9.5,10,NA,10,10,10,NA,9.5,9.5,10,NA,9.5,9,9.5,9.5,9.8888,9.8888,9.8888,NA,8,8.666666666666666,8.666666666666666,9,9.333333333333334,8.999966666666666,9.833333333333334,10,9.666666666666666,9.375,9.8888,24,26,26,27,28,26.999899999999997,29.5,30,29,37.5,29.6664,2,1,2,1,1,6,1,1,1,2,2,0.09375,0.09774436090225563,0.10196078431372549,0.11392405063291139,0.11914893617021277,0.11688308877260181,0.13318284424379231,0.15625,0.18412698412698414,0.21428571428571427,0.25909655421775135
Amber Riley,Derek Hough,Actor/Actress,California,United States,27,17,1st Place,1,9,9,9,NA,8,8,8,NA,8,8,8,NA,9,9,9,NA,9,7,10,NA,11.3333,9.3333,11.3333,NA,10,10,9.5,NA,9,9,10,NA,8.5,8.5,8.5,NA,10,10,9.5,10,10.4444,10.4444,10.4444,NA,9,8,8,9,8.666666666666666,10.666633333333332,9.833333333333334,9.333333333333334,8.5,9.875,10.4444,27,24,24,27,26,31.999899999999997,29.5,28,25.5,39.5,31.333199999999998,1,4,6,1,6,1,1,3,5,1,1,0.10546875,0.09022556390977443,0.09411764705882353,0.11392405063291139,0.11063829787234042,0.138528185378997,0.13318284424379231,0.14583333333333334,0.1619047619047619,0.2257142857142857,0.27365383574062396
Keyshawn Johnson,Sharna Burgess,Athlete,California,United States,41,17,Eliminated Week 2,12,6,5,6,NA,6,6,6,NA,0,0,0,NA,0,0,0,NA,0,0,0,NA,0,0,0,NA,0,0,0,NA,0,0,0,NA,0,0,0,NA,0,0,0,0,0,0,0,NA,5.666666666666667,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.06640625,0.06766917293233082,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bill Engvall,Emma Slater,Comedian,Texas,United States,56,17,Eliminated Week 11,4,6,6,6,NA,7,7,7,NA,8,8,8,NA,7,7,7,NA,8,8,8,NA,8.3333,8.3333,7.3333,NA,8.5,8,8.5,NA,8,8,8,NA,7,7,7,NA,7.5,7.5,7.5,7.5,8.3333,8.8333,8.3333,NA,6,7,8,7,8,7.9999666666666664,8.333333333333334,8,7,7.5,8.499966666666666,18,21,24,21,24,23.9999,25,24,21,30,25.499899999999997,10,8,6,8,8,8,8,7,6,5,4,0.0703125,0.07894736842105263,0.09411764705882353,0.08860759493670886,0.10212765957446808,0.10389603080876472,0.11286681715575621,0.125,0.13333333333333333,0.17142857142857143,0.22270771724567986
Christina Milian,Mark Ballas,Singer/Rapper,New Jersey,United States,31,17,Eliminated Week 5,9,7,7,8,NA,9,8,8,NA,9,8,9,NA,8,8,8,NA,9,10,9,NA,0,0,0,NA,0,0,0,NA,0,0,0,NA,0,0,0,NA,0,0,0,0,0,0,0,NA,7.333333333333333,8.333333333333334,8.666666666666666,8,9.333333333333334,NA,NA,NA,NA,NA,NA,22,25,26,24,28,NA,NA,NA,NA,NA,NA,6,2,2,4,1,NA,NA,NA,NA,NA,NA,0.0859375,0.09398496240601503,0.10196078431372549,0.10126582278481013,0.11914893617021277,NA,NA,NA,NA,NA,NA
"Nicole ""Snooki"" Polizzi",Sasha Farber,TV Personality,NA,Chile,25,17,Eliminated Week 7,8,8,8,7,NA,6,7,7,NA,9,8,8,NA,8,8,8,NA,9,9,9,NA,10,10,10,NA,9,9,9,NA,0,0,0,NA,0,0,0,NA,0,0,0,0,0,0,0,NA,7.666666666666667,6.666666666666667,8.333333333333334,8,9,10,9,NA,NA,NA,NA,23,20,25,24,27,30,27,NA,NA,NA,NA,4,9,4,4,3,4,5,NA,NA,NA,NA,0.08984375,0.07518796992481203,0.09803921568627451,0.10126582278481013,0.1148936170212766,0.12987057963837106,0.12189616252821671,NA,NA,NA,NA
Jack Osbourne,Cheryl Burke,TV Personality,NA,England,27,17,3rd Place,3,8,8,7,NA,8,8,8,NA,7,7,8,NA,8,8,8,NA,9,9,9,NA,8.6666,9.6666,8.6666,NA,10,9,9.5,NA,10,10,10,NA,9,9,9,NA,9,8.5,9,9,9.3333,9.3333,9.3333,NA,7.666666666666667,8,7.333333333333333,8,9,8.999933333333333,9.5,10,9,8.875,9.3333,23,24,22,24,27,26.9998,28.5,30,27,35.5,27.999899999999997,4,4,9,4,3,7,3,1,3,3,3,0.08984375,0.09022556390977443,0.08627450980392157,0.10126582278481013,0.1148936170212766,0.11688265587066969,0.12866817155756208,0.15625,0.17142857142857143,0.20285714285714285,0.24454189279594477
Bill Nye,Tyne Stecklein,TV Personality,Washington D.C.,United States,57,17,Eliminated Week 3,11,5,4,5,NA,6,5,6,NA,6,5,5,NA,0,0,0,NA,0,0,0,NA,0,0,0,NA,0,0,0,NA,0,0,0,NA,0,0,0,NA,0,0,0,0,0,0,0,NA,4.666666666666667,5.666666666666667,5.333333333333333,NA,NA,NA,NA,NA,NA,NA,NA,14,17,16,NA,NA,NA,NA,NA,NA,NA,NA,12,12,10,NA,NA,NA,NA,NA,NA,NA,NA,0.0546875,0.06390977443609022,0.06274509803921569,NA,NA,NA,NA,NA,NA,NA,NA
Billy Dee Williams,Emma Slater,Actor/Actress,New York,United States,76,18,Withdrew,10,5,5,5,NA,5,5,5,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.05725190839694656,0.06147540983606557,NA,NA,NA,NA,NA,NA,NA,NA,NA
Danica McKellar,Valentin Chmerkovskiy,Actor/Actress,California,United States,39,18,Eliminated Week 8,6,8,8,8,NA,8,8,8,NA,9,9,9,9,8,8,8,8,10,9,10,10,9,9,9,9,9,9.5,8.5,9,10,9,9,10,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,8,8,9,8,9.75,9,9,9.5,NA,NA,NA,24,24,36,32,39,36,36,38,NA,NA,NA,3,4,2,6,2,3,4,3,NA,NA,NA,0.0916030534351145,0.09836065573770492,0.1157556270096463,0.10774410774410774,0.12111801242236025,0.1276595744680851,0.1422924901185771,0.168141592920354,NA,NA,NA
James Maslow,Peta Murgatroyd,Actor/Actress,New York,United States,23,18,Eliminated Week 10,4,7,7,7,NA,9,8,8,NA,9,9,9,9,9,8,9,9,10,10,10,10,9,9,8,9,8.5,9.5,8,9,8,9,10,9,9.5,9.5,9.5,9.5,9.5,9.5,10,NA,NA,NA,NA,NA,7,8.333333333333334,9,8.75,10,8.75,8.75,9,9.5,9.666666666666666,NA,21,25,36,35,40,35,35,36,38,29,NA,7,1,2,2,1,5,6,4,3,3,NA,0.08015267175572519,0.10245901639344263,0.1157556270096463,0.11784511784511785,0.12422360248447205,0.12411347517730496,0.1383399209486166,0.1592920353982301,0.19895287958115182,0.2529075649013137,NA
Candace Cameron Bure,Mark Ballas,Actor/Actress,California,United States,37,18,3rd Place,3,9,8,8,NA,7,7,7,NA,8,8,8,8,7,7,7,7,8,9,9,9,8,8,8,8,9,9.5,9,9.5,9,9,9,9,8.5,9.5,9.5,8.5,8.6666,8.6666,8.6666,NA,NA,NA,NA,NA,8.333333333333334,7,8,7,8.75,8,9.25,9,9,8.6666,NA,25,21,32,28,35,32,37,36,36,25.9998,NA,2,7,7,9,7,7,3,4,5,4,NA,0.09541984732824428,0.0860655737704918,0.10289389067524116,0.09427609427609428,0.10869565217391304,0.11347517730496454,0.14624505928853754,0.1592920353982301,0.18848167539267016,0.22674296916969572,NA
Sean Avery,Karina Smirnoff,Athlete,NA,Canada,33,18,Eliminated Week 2,11,7,6,7,NA,7,7,7,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,6.666666666666667,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.07633587786259542,0.0860655737704918,NA,NA,NA,NA,NA,NA,NA,NA,NA
Diana Nyad,Henry Byalikov,Athlete,New York,United States,64,18,Eliminated Week 2,12,6,6,6,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.06870229007633588,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Charlie White,Sharna Burgess,Athlete,Michigan,United States,26,18,Eliminated Week 9,5,9,9,9,NA,9,7,9,NA,9,9,9,9,7,8,9,9,9,10,9,9,9,9,9,9,8.5,10,8,9,10,10,10,10,9.5,9.5,9.5,9.5,0,0,0,NA,NA,NA,NA,NA,9,8.333333333333334,9,8.25,9.25,9,8.875,10,9.5,NA,NA,27,25,36,33,37,36,35.5,40,38,NA,NA,1,1,2,4,3,3,5,1,3,NA,NA,0.10305343511450382,0.10245901639344263,0.1157556270096463,0.1111111111111111,0.11490683229813664,0.1276595744680851,0.14031620553359683,0.17699115044247787,0.19895287958115182,NA,NA
Amy Purdy,Derek Hough,Athlete,Nevada,United States,34,18,2nd Place,2,8,8,8,NA,8,8,8,NA,9,9,9,9,9,8,8,9,9,9,10,9,9,10,9,10,9.5,9.5,9,9.5,10,10,10,10,9.5,9.5,10,10,10,9.6666,10,NA,NA,NA,NA,NA,8,8,9,8.5,9.25,9.5,9.375,10,9.75,9.888866666666667,NA,24,24,36,34,37,38,37.5,40,39,29.666600000000003,NA,3,4,2,3,3,2,2,1,2,2,NA,0.0916030534351145,0.09836065573770492,0.1157556270096463,0.11447811447811448,0.11490683229813664,0.1347517730496454,0.1482213438735178,0.17699115044247787,0.20418848167539266,0.2587209505138384,NA
